id	text	misogynous	misogyny_category	target
3446	@CasaPound_TO Ma porca puttana verrà il giorno che ............È meglio non andare oltre.	0	0	0
3447	@Quella_Giovanna @mikela986 @asia_cirillo @chiaramontano5 @MetaErmal @marti95ha Ah e i peni di spugna, i tori che fanno muuuu, il rossetto rosso puttanone e il valium??? Non sono abbastanza importanti per te?????	0	0	0
3448	@lauraboldrini @AsiaArgento In realtà quelli che abbiamo letto da Voi sono solo critiche al nostro paese! Si ben chiaro che #MeToo non c’entra nulla, Se non vi va bene potete anche non tornarci, inoltre Asia Argento si sta facendo davvero una bella pubbli	0	0	0
3449	#Salvini #Berlusconi #Humour bassa #LegaArrivati Roma il console Arrio Silvio impartisce a Matteo Ben Hur figlio adottivo i rudimenti politico sessuali Mai dire culona"Usa magari una parola latin-english https://t.co/9FUSIUzXhH"	0	0	0
3450	ESCO A FARE IL PUTTANONE https://t.co/kJDhWBVnLj	0	0	0
3451	@mikoyutaka CHE CAZZO DI CHALLENGE È FIGA	0	0	0
3452	@Paoloredblack13 Quel figlio di una lurida puttana	0	0	0
3453	@flawedwings_ E pensa che la mia migliore amica fa “io so rispettarmi” e poi il suo ragazzo le dice “appena ti vedo ti stupro” e lei “ti amo” tutta felice e sulle nuvole La mia faccia era basita	0	0	0
3454	Che #Inter schifosa...altro che #ChampionsLeague, non la meritiamo proprio...	0	0	0
3455	@Cadelux @fabbricainter Ma dai che cazzo deve fare porca troia	0	0	0
3456	Cari tifosi di merda, potrete criticare Fassone e Mirabelli quanto volete ma alla fine rassegnatevi al fatto di doverla prendere nel culo fino alla fine xke'i vostri due vecchi di merda fortunatamente nn torneranno più! Buonanotte figli di puttana! #milan #gofassone #gomirabelli	0	0	0
3457	@BarbieXanax E se provi a controbattere, mostrando loro che sono nel torto, diventi magicamente acida e saccente	0	0	0
3458	@sevil_livio @Sary8686 @SkySport @juventusfc @OfficialAllegri Ancora ma la smetti vieni vieni... Ma siamo su un social e scrivi cagna a una ragazza che cazzo vuoi fare	0	0	0
3459	COME LAUREN IN ELIMINAZIONECHE CAZZO SIGNIFICA PORCA TROIA AMMAZZO TUTTI#Amici17	0	0	0
3460	NO VABBE MA FATE SCHIFO PORCA PUTTANA MA CHE CAZZO DITE #amici17	0	0	0
3461	SCUSATE, MA QUINDI ANCHE SEFORA VA VIA????MA CHE CAZZO PORCA DI QUELLA TROIA PUTTANA IO VI GAMBIZZO!!!#amici17	0	0	0
3462	MA CHE CAZZO DI PROBLEMI AVETE PORCA PUTTANA?! COME FATE AD ELIMINARMI UNA MERAVIGLIA COME SEPHORA E A TENERE UNA COME VALENTINA CHE SE SA BALLARE BENE LA MACARENA È GIÀ TANTO #Amici17	0	0	0
3463	“Vergognosa la reazione di Buffon”. Poi gli dici Benatia non commette fallo e loro: che cazzo dici gobbo di merda figlio di troia ti deve morire tutta la famiglia sotto un tir. Questi fanno la morale a Buffon. 6 scudetti consecutivi li avete “sentiti” più voi che noi. Che dolore	0	0	0
3464	Ma fate uno spareggio Daniele vs Sephora MARIA CHE CAZZO TI FUMI PORCA PUTTANA #amici17	0	0	0
3465	Valentina non sa ballare, appena balla si fa male, E MANDATE VIA DANIELE E SEPHORA Ma che cazzo avete nella testa, porca puttana?#Amici17	0	0	0
3466	@mspiccia @SkySport @Mucci82 @sebvettelnews @RaikkonenOficia @ScuderiaFerrari Perché cazzo Verstappen corre ancora in F1? Porca puttana	0	0	0
3467	#Verstappen = #Marquez ??? 2 Bimbiminkia. #Verstappen lurida merda spero che ti scoppi la gomma e ti schianti figlio di troia	0	0	0
3468	@davidemaggio @stanzaselvaggia SOPRATTUTTO SORRISI E NON MUSI LUNGHI....EAPPREZZAMENTO PER IL PUBBLICO A CASA ANCHE SE SIAMO BESTIE IGNORANTI E NON PROFESSORI!NESSUNO NASCE IMPARATO E IO NON L 'HO NAQQUI ???????	0	0	0
3469	Mo, io ho tette piccole, forse nella media, e mio figlio mi saluta dicendo “Ciao tettona”.	0	0	0
3470	@FuturaInRete @AsiaArgento @lauraboldrini Oddio, proprio con Asia Argento e Laura Boldrini “je suis feministe” anche no.Io sto con le donne, quelle che lavorano e tirano su una famiglia, quelle che amano anche se sono stanche, quelle che fanno carriera e 	0	0	0
3471	Giuro che se trovo il figlio di troia che mi ha rubato la bici gli stacco il cranio e gli cago in gola,e se non lo trovo io che venga preso sotto da un tram	0	0	0
3472	@BarbieXanax Le persone di colore tendono a pensare di provenire da OGNI parte dell'Africa perché il loro background è stato cancellato con la schiavitù Che cazzo c'entra diventare napoletana fkejdkajaj? https://t.co/LKh532CXPo	0	0	0
3473	@_schiaffino__ @Ste9418 @quelliche_rai2 Ste porca puttana sei famoso	0	0	0
3474	@PReina25 porca puttana ma che cazzo faiiiiRicordati chi ri darà 3 cucuzze all'anno Infame	0	0	0
3475	Ma porca troia Rino ti voglio bene vi volete levare dalle palle e far segnare il Napoli o no? A che cazzo serve questo pareggio di merda dai mannaggia tutt cos mannaggia #MilanNapoli	0	0	0
3476	cioè porca troia 2 anni fa il 16 aprile si è rotto i legamenti al sinistro, oggi che è 15 aprile 2 anni dopo si è fatto male al destro CHE SFIGA	0	0	0
3477	@LaMentina23 appunto, na bella caciara allegra e culona	0	0	0
3478	5) Retweet fantastici e dove trovarli: la calma prima di tutto #MilanNapoli #Milan #Napoli #Donnarumma #JuveSamp #FinoAllaFine #Juventus #Milik https://t.co/GXKkvk3byg	0	0	0
3479	@Bill_gdrway allora facci del male tu che cacci certi pugni che porca puttanona ancora il mio cervello ne risente	0	0	0
3480	@DonBastiano4 Prossimo puttanone....coppa Italia	0	0	0
3481	il mondo non merita shawn mendes che CAZZO lo mobbate porca puttana	0	0	0
3482	#Weinsteinscandal #MeTooQuesto martirio mi ha resa ancor più guerriera." Asia Argento#WomenInTheWorldSummit2018Tre donne italiane che hanno saputo dire "BASTA": @AsiaArgento@AmbraBattilana@lauraboldrini#WITW #Feminism #misoginist  #EmpowerWomenhttps://t.co/Cb5VEdgqwf https://t.co/gc1mpfJmJP"	0	0	0
3483	avevo trovato un top carinissimo da piazza italia ma non mi sta perché sono tettona ??	0	0	0
3484	RT @anis_epis: #Weinsteinscandal #MeTooQuesto martirio mi ha resa ancor più guerriera." Asia Argento#WomenInTheWorldSummit2018Tre do…"	0	0	0
3485	@agostinoog Porca puttana Giorgia ma che cazzo respiri che già ci sono io che lo sto facendo.	0	0	0
3486	Retweeted Asia Argento (@AsiaArgento):Visto che le garba il “blu balestra” propongo di regalare una penna a @virginiaraggi con inchiostro dello stesso colore per apporre la firma e sancire finalmente con... https://t.co/z30Fa3dLzC	0	0	0
3487	Puttana Eva troia lurida devo trovare un pinned ma non ho la più pallida idea di cosa mettere	0	0	0
3488	@passony_ @enricovestri NO CARO! il sabato è ESCO A FARE IL PUTTANONE. è una tradizione!	0	0	0
3489	@gual89 - Esco a fare il puttanone.- Madonna, JLo e Simona Ventura.- Non parlate di cinema che non capite niente.- Io e @mikogat in una qualsiasi foto con lui strafiga e io cesso immondo.- Quell'inetta di sorella.	0	0	0
3490	@kattolikamente @ProVita_Tweet Non possiamo rendere una donna schiava del proprio corpo, vincolare il controllo che ha di se stessa ad una legge limitativa, rendere il suo uterobene demaniale" ( metaforicamente parlando). Certo, mi piacerebbe che nessuna 	0	0	0
3491	Però che cazzo quei 3 tiri di merda di Dzeko porca puttana	0	0	0
3492	@gual89 Parrucchiere BoschettoSupreme CinemaPuttanone	0	0	0
3493	No, ma pijamolo un palo o 'na traversa.... che sfiga porca troia! Cmq va bene così, scontri diretti coi caciottari a favore e calendario certamente migliore per noi rispetto a loro e all'@Inter.... ormai siamo in @ChampionsLeague. @OfficialSSLazio 0 @OfficialASRoma 0.	0	0	0
3494	Liam ci hai fottutamente uccise!PORCA TROIA NON PUOI USCIRTENE CON UNA COSA DEL GENERE DIO SANTO STO IMPAZZENDO CHE CAZZO VUOL DORE IN UN FUTURO VICINO?!?!?! SPIEGATI CAZZO STO DEFINITIVAMENTE ANDANDO FUORI DI TESTA SALVATEMI???#OneDirectionReunion	0	0	0
3495	Lazio culona inchiavabile Cit. #LazioRoma	0	0	0
3496	Ma porca di una puttana avete finito di u followarmi che cazzo di problemi avete in quella testa me lo site Madonna che nervoso	0	0	0
3497	@PremiumSportHD Certo che sareste da...,Non mettete la vittoria con la lazio che è superiore a Inter e Mlan non mettete la vittoria sulla Roma a Roma mentre nel grone d'andata il furto della vostra amata vecchia culona  e non parlate della vittoria sul Mi	0	0	0
3498	@paolo859092 @meb @matteorenzi @davidefaraone No ma in fondo avete ragione,che cazzo ho detto? Insomma il partito democratico ha fatto molte cose buone per la nazione. Chiedo venia per essermi permesso di schiumare rabbia senza cognizione di causa,non con	0	0	0
3499	RT @MelogNicoletti: Retweeted Asia Argento (@AsiaArgento):Visto che le garba il “blu balestra” propongo di regalare una penna a @virginia…	0	0	0
3500	Jovanotti al 99% non farà il concerto stasera e CHE SFIGA DI MERDA PORCA TROIA.MAI UNA GIOIA VAI A GIOCARE UN PO' PIÙ IN LÀ!	0	0	0
3501	Chi è quella checca pompinara che l'ha ucciso? https://t.co/9HBbyTH6WZ	0	0	0
3502	@gual89 - Capelli - Spirito guida - Puttanone - Cinema - Boschetto	0	0	0
3503	@PremiumSportHD secondo me imbarazzante è la classe arbitrale. Ieri Banti si girato dall'altra parte per il fallo su Insigne. Inutile sntire su questo Nicchi è come non sentire nessuno basta vinca la vecchia culona con il prmo gol irregolare di ieri.Che s	0	0	0
3504	Ota sarò scrurrile:******PORCA TROIA CAZZO MERDA IL FOTTUTO DIVORZIO CAZZO SPERAVO DI MORIRE PRIMA CHE CAZZO MI STATE DICENTO NON SI SEPARANO DAVVERO PORCA TROIA FINISCONO IN TRIBUNALE VOI SIETE DEI PAZZI DIANE RIPIGLIATI CAZZO SMETTI DI FARTI DI DROGHE	0	0	0
3505	#NOME?	0	0	0
3506	Giustamente un laziale pensa che Goethe sia quello del Borussia Dortmund, che cazzo ne dovrebbe capì https://t.co/YTHmZ0VM2L	0	0	0
3507	Data la scarsità di argomenti di polemiche, tirerei fuori qualcosa del passato: SE ELENA HA DECISO DI VIVERE A TROIA CON PARIDE PERCHÉ CAZZO DEVI CHIAMARE GLI AMICI TUOI E ANDARE A SCASSARE LA MINCHIA AGAMENNONE DI MERDA OH METTITI IL CUORE IN PACE	0	0	0
3508	Ki ha parlato? Ki cazzo ha parlato? Ki è quel lurido stronzo comunista kecca pompinara ke ha firmato la sua condanna a morte? Ah, nn è nessuno eh? Sarà stata la fatina buona del cazzo! V ammazzo a forza d ginnastica, v faccio venire i muscoli al buco del culo!" #FullMetalJacket https://t.co/DIivNKvIAC"	0	0	0
3509	un messaggio alla lurida schifosa razza comunista di san giuliano milanese..VERREMO TUTTI A SPUTARE SULLE VOSTRE TOMBE ....	0	0	0
3510	Ma perché negli e-commerce non aggiungiamo categorie utili come battona" "Zitella acida""Mercoledì Addams""Oggi scazzo" "Vedo il mio ex" Ecc... Insomma cose utili"	0	0	0
3511	sono una fidanzata psicopatica me la prendo pure se mette like a qualche puttana perché soffro di bassa autostima anche se mi amo oddio è così contraddittorio	0	0	0
3512	Ti stupro in nome di Allah": è disponibile sul sito https://t.co/a26RL13Zc7 un interessante ed istruttivo approfondimento del Ghiro sull'islam e sul pericolo che comporta, per le donne occidentali, l'arrivo in massa di... https://t.co/6W6y0rwBRu"	0	0	0
3513	PERCHÈ CAZZO HO SCELTO SCIENTIFICO OPZIONE SCIENZE APPLICATE NON POTEVO FARMI ASSUMERE COME BRACCIANTE PORCA TROIA?????	0	0	0
3514	onestamente ma che cazzo è il traffico, guidate e basta, andate avanti, cosa vi frena, quella puttana della madonna non ho capito	0	0	0
3515	@lauraboldrini Quelle che sostiene indossando il velo? Di femministe come lei non ne vogliamo, grazie. Tantomeno chi si associa ad Asia Argento. Si nasconda, il suo tempo è finito.	0	0	0
3516	nemmeno al liceo c’erano le svastiche nei bagni porca puttana ma che cazzo di gente avete votato	0	0	0
3517	IL VACCINO CONTRO LA POLIO E' STATA UNA DELLE VACCINAZIONI DI MASSA PIU' GRANDI DELLA STORIA PORCA TROIA !!Ma che cazzo aprite bocca a fare dio caro ? Cristo se siete deficienti voi #novax https://t.co/jAMhuBnFHi	0	0	0
3518	C’è il ragazzino che vive nella casa accanto che sta gridando alla madre che è una troia, una stronza maledetta e che non capisce nulla.Lei piange e grida “basta, non mi dire così”.Io penso alle botte che avrei preso se avessi detto le stesse cose alla mia.	0	0	0
3519	@La_Connie_ CULONAL’amour tojourCarta da paratiFranciaGif su Instagram	0	0	0
3520	@Chopin_Hauer_ CarbonaraJuventus Puttanone moldavoMusicaCordialitAHAHAHAHA	0	0	0
3521	@meb Intanto avete solo assottigliato un processo e poi Non si può dichiarare niente aparte vecchie cose !!!! quando e che mi mettete dentro anche interventi di meccanici e idraulici elettricisti altro ...e che cazzo !!!!	0	0	0
3522	@FartFromAmerika Ma porca di quella troia, nel bene o nel male, non avevamo votato contro il nucleare ? Che cazzo ci fanno qua in Italia barre nucleari USA ??	0	0	0
3523	@La_Connie_ -Nina che dice: “Culona”-Cappuccino/i . -Fiori del giovedì, e quelli di “fotografa presso me stessa”-Vi blocco tutti!-Non sono pazza!	0	0	0
3524	@solodax Allora, ho ignorato volontariamente cinque tweet ma proviamo visto che sei affezionato alla questione.A) che cazzo c’entra.B) è Benatia a parlare di stupro.C) se Benatia avesse detto “dare questo rigore è come se avessero stuprato la madre di sol	0	0	0
3525	@Alessandrouda19 @MCaronni Ha fatto bene a paragonare un rigore ad uno stupro? Ma che cazzo dite, crozza e’ ststo fin troppo buono. Ovviamente i giornalisti sportivi avevano “sorvolato” sulla frase di benatia	0	0	0
3526	@salpaladino Mi fido, mi fido?. Ho provato a guardare ma non l'ho trovato. Fatto sta che Crozza(che non avevo ancora sentito) ha detto delle cose schifose. Da prendere a schiaffi, per un arabo poi, quelli su ste cose non scherzano	0	0	0
3527	@AnTo9612 @Andreank91 No. Io ragiono da uomo stavolta. Lo stupro è una cosa seria. Benatia mi ha fatto incazzare è Crozza uguale. Ma che cazzo è, non c’è più limite.	0	0	0
3528	@Hermesjuventino se Crozza fa una battuta su benatia è xk il sig.benatia usa la parola (esagerata) stupro ...che non c'entra niente con il calcio(diciamo che la battuta se l'è cercata)	0	0	0
3529	@massytarifa Benatia ha sbagliato a mettere sullo stesso piano un rigore e uno stupro, ma Crozza, infimo comico di regime, se l'è cercata. La battuta di Crozza è squallida ed inqualificabile	0	0	0
3530	Ho visto poco fa un'intervista in radio di Elettra Lamborghini che si definisce figa di legno con sani principiMa amore dove sei stata tutto questo tempo? Qualcuno che capisce come funziono! Oh madó	0	0	0
3531	Non mi hanno mai dato della fifa di legnoFino a pasquetta dopo la sittordicesima volta che sento mi dai un bacio, dai" Io "NOOONEEEE""ma va che é una figa di legno"Eeeeeeeh ti é andata male?!"	0	0	0
3532	Io ho letto l'intervista in francese non ha mai detti stupro ha detto e stata un grossa inculata il giornalista italiano dovrebbe vergognarsi della traduzione https://t.co/tXkNFzbsjY	0	0	0
3533	Il #Pulitzer a @RonanFarrow è la vittoria di tutte le #donne vittime di #violenza È il loro grido contro gli insulti, la #verità contro ogni tentativo di bugia. È ogni donna che non ce l'ha fatta e che non se l'è cercata. È @AsiaArgento @MIRIANA_TREV @AmbraBattilana @rosemcgowan	0	0	0
3534	C’È CHI È PUTINIANO E CHI È PUTTANONA...,,  #agorarai	0	0	0
3535	@ambienteromano Porca troia che cazzo di amarezza.	0	0	0
3536	@gabrieleporri @Cadelux Ma che sfiga, continuare i sogni dove si lavora. Manco un po' di figa. ehehehehe	0	0	0
3537	@Cabbot_ Poi va beh il fatto che ancora non riusciamo ad accettare che dalla figa esca sangue una volta al mese e chiamare le mestruazioni con il loro nome e tante altre cose, rende tutto molto skomodo	0	0	0
3538	vabè la malattia dei tifosi" di #Inter , #Milan #Napoli si sa che si chiama #Juventus....poi quando un comico è in crisi di ascolti... #Benatia https://t.co/4q9K8Dz9QY"	0	0	0
3539	Se non te la do, sono una figa di legno, ma se te la do, allora sono troia. Puoi andare dritto a fanculo allora☺️??	0	0	0
3540	Mi hanno appena suonato 6 volte al citofonoMa che cazzo di problemi ha la gente?Tanto lo so che era qualche testimone di geova o qualcuno che chiede soldiMa porca troia ma suonate una volta sola se proprio dovete	0	0	0
3541	Quelli che difendono Benatia devono essere gli stessi che dopo una notizia di uno stupro commentano con sicuramente lei se l'è cercata", siete ridicoli."	0	0	0
3542	@CarloRM61 @LuxBer Da un puttanone come lui che ti aspetti?	0	0	0
3543	@EffeScudata @TifosiBN Ma che cazzo c'entra! Ma non diciamo puttanate! Che cazzo gliene frega alle donne che benatia ha detto che il rigore e stato uno stupro! Ha detto una frase fuori luogo, quindi? Ce gente che da del frocio all'allenatore avversario, t	0	0	0
3544	@tuttonapoli Hai fatto una stronzata col Real Madrid e non contento vai in sala stampa a dichiarare che avete subito uno stupro senza dar peso alle parole che dici. Ora pretendi di aver ragione perché nella satita vieni beccato? A vinovo ci verrei io per 	0	0	0
3545	Retweeted Asia Argento (@AsiaArgento):...Invece in Italia le vittime vengono ancora offese e umiliate. Crocifisse quotidianamente. A quando il cambiamento culturale necessario all’evoluzione femminile nella... https://t.co/G4eF4xWnep	0	0	0
3546	@perplimimi Seguo perché voglio capire anche io come dire di no, senza sentirmi dare della figa di legno". Oh, mica possono piacermi tutti... ho già fatto fin troppa beneficienza di quel tipo. Ora basta."	0	0	0
3547	@giada_online @AsiaArgento Asia Argento non era sposata con quello...altra storia quella dei matrimoni.	0	0	0
3548	LUCA PORCA TROIA GLI SCHIAFFI CHE TI DAREI  #Amici17	0	0	0
3549	@MIiracleAligner Culona (Bey)AMPalestraModenaAsap RockyAmiche della troppa moda	0	0	0
3550	Applauso a Giordano che ha mandato a puttane tutto... mi dispiace ma io sono troppo pro NICOLO dall’inizio !! Educato, VERO, buono, FIGO EEEE RICCOOOO !!! Ma che cazzo aspetti NIIIII suuuu...  #uominiedonne https://t.co/FyX6qWcoZ6	0	0	0
3551	Prese a muoversi molto velocemente e io, che prima non volevo più, iniziai a godere di nuovo sotto i suoi colpi di cazzo ben assestati, lui continuava a tapparmi la bocca e io fingevo di morderlo un bel gioco. Poi mi sussurrò in un orecchio “adesso ti sborro nel culo, troia”! https://t.co/YG0IVBpRc5	0	0	0
3552	Io: daje raga come fate a imparare una lingua se non la parlateeeeeeee uscite dalla comfort zoneeee parlateeeeSempre io, quando vedo strafalcioni in una lingua che conosco: ma porca puttana ma che cazzo fate ma perchè non controllate prima di premere invio cazzo merda	0	0	0
3553	@puccipuccibaucp @rogycp6975 @redandlady @gyrocp7569 @fabioechiara @cinalex69 @Padova69Pd @CPMONELLI @GinoGinaCP @coppia_moderna @Giusepp53909857 @Vertigo_xxx @tutto_per_lei @coppia_vr @HelloItaly80 @LaCoppia1 @KarlPalms @Bacco_th @supervegeta34 @cpsifa2_	0	0	0
3554	All'intervallo parlando con sta mia amica faccio ''X ha un bel culo'' a voce abbastanza alta, mi giro e mica ce l'ho dietro figa	0	0	0
3555	Amici io voglio fare un appello spudorato: qualcuno mi ospita il 12-13 maggio a vedere la final 4 a kazan? Mia mamma ha detto che al primo porca puttana" mi caccia di casa e sicuro il primo "porca puttana" lo lancerei già quando fanno l'inno della cev"	0	0	0
3556	Che cazzo si mettono Fav questi mangiacani figli di troia dei Cinesi	0	0	0
3557	@stanzaselvaggia Non c’entra nulla con il gf ma trovo crudele aver trasmesso il video di Isabella Biagini ricoverata in un hospice per malati terminali, perché questo è l’Antea. Dove ognuno di noi ha visto morire una persona cara. Mia Mamma ❤️. #vergognat	0	0	0
3558	A chi accoglie..loro no vero? né Spagna né Austria né la culona https://t.co/WDOcK5HcPw	0	0	0
3559	Oh Borja puttana.....che sfiga Gaglio#InterCagliari	0	0	0
3560	@stanzaselvaggia Che cazzo te ridi? Pari Gianni Morandi.	0	0	0
3561	Metti #dalbert porca troia #spalletti!Anche se metterai il solito bidone improponibile di #eder #InterCagliari #inter #amala	0	0	0
3562	@lbrtpnn Sono belli davvero.E non sono culona, se non rettifichi ti massacro di iMessage...e sai di cosa parlo!	0	0	0
3563	Raga però una cosa,ho capito che la ragazza è snob,vivace e quindi può starvi sul cazzo ma limitatevi a questo,da qui a chiamarla puttanone c’è differenza.Poi se lo è sono affari suoi e denominare subito una donna o una persona in generale in questo modo è da medievali #GF15	0	0	0
3564	Pd figa di legno??#DiMartedi	0	0	0
3565	#GF15 Ma la smettete di dare del puttanone" a qualunque donna non rientri nel vostro stereotipo della ragazza semblige, AVETE ROTTO IL CAZZO, MA CHI VE SE FILA"	0	0	0
3566	@s_tamburini @PremiumSportHD E se vuoi provare il brivido dello stupro, il prossimo gallo in area te lo metti su per il culo e vedi com'è." Così termina l'intervento di Crozza...Ah già, ma lui fa satira! E io che pensavo che fosse lui per primo a mancare 	0	0	0
3567	@ah_lisp ME LO CHIEDO DA PIù DI UN ANNO PORCA PUTTANA DOVE SONO CHE CAZZO FANNO, vivo nel terrore che annuncino lo scioglimento perché...davvero, sono passati quasi due anni ormai da blurry face...	0	0	0
3568	Mia mamma è uscita alle 9.10 dicendo che andava a lavare la macchina :)Non è ancora tornata :)Ora, donna, davvero, sei antisgamo a sto punto non mentire davvero è una cosa che odio e schifosa di la cazzo di verità ormai non me ne frega più niente	0	0	0
3569	@serracchiani : ho detto a #Renzi che sbagliava e sono stata messa da partema sai che non mi torna proprio, sei stata il suo cagnolino a guinzaglio per 4 annima che cazzo dici ?@MazzOnedaje#PD#PDioti#Governo	0	0	0
3570	@andreastabene_ @chasingthestars Ma non centra questo dico solamente che dare del puttanone cosi a buffo mi sembra molto ridicolo e di basso livello	0	0	0
3571	@lebimbedipatri Eh scusa non posso chiedere chi sia? Da puttanone a non puttanone (visto che non lo è)?	0	0	0
3572	@lebimbedipatri @andreastabene_ Tranquilla, non mi offendo perché mi hai dato del puttanone per le mie foto. Col cuore ❤️	0	0	0
3573	Sono le 04:15 e non riesco a smettere di tremare ma porca troia che cazzo c’ho ora	0	0	0
3574	6.20 sei alla fermata del bus, aspetti il pullman, non fai nulla di strano, non sei manco una bella figa, mi dite che cazzo ci avete da guardare? Voi che passate motorizzati...	0	0	0
3575	Sempre che mi piace una ragazza, succede la solita storia, che sfiga, porca puttana, non lo posso credere  ??	0	0	0
3576	Chissà se il gobbo #Benatia #Juventus rilascerà qualche intervistaSarà più grave ad esempio questo di uno stupro calcistitico ai danni di una "vecchiabaldracca" no?!? https://t.co/8I0rSCMDAQ"	0	0	0
3577	CHE CAZZO VUOL DIRE PORCA PUTTANA CHI HA I SOLDI PER SPOSTARSI https://t.co/bdMfXaJCgq	0	0	0
3578	@Rafficaruso94 Caruso che cazzo dici. Crozza si può permettere di offendere e Benatia zitto? Già gli diedero del marocchino di merda poi traducono con stupro una parola che nella.sua lingua ha altro significato. Crozza fascia protetta invece fa quel che v	0	0	0
3579	Ho assistito a diversi uragani, incidenti, ho visto donne partorire, ne ho viste cose che voi umani non potreste immaginarvi:navi da combattimento in fiamme al largo dei bastioni di Orione,e ho visto i raggi B balenare nel buio vicino alle porte di Tannhäuser. https://t.co/rgpCqNYuOI	0	0	0
3580	diocane porcodio madonna puttana che cazzo faccio porco gesù AAAAAh nemmeno le bestemmie stanno aiutando	0	0	0
3581	PROCA TROIA RAGA CHE CAZZO DI LEGGENDA https://t.co/l6WCc8Eckk	0	0	0
3582	Comunque in tutto questo dramma non ci voleva molto a capire che Benatia non intendesse stupro, principalmente dal contesto ma poi se non conoscete la lingua che cazzo traducete letteralmente cosa siete Google Traduttore	0	0	0
3583	Ora tutti contro Barbara D'Urso, il Grande Fratello Nip, le troione, i bonazzi, Malgioglio, Pomeriggio 5 e Domenica Live quando poi è tutta una rosicata perché loro stanno dentro la Casa a Cinecittà e voi fuori a casa vostra in via delle Marmotte Baffute.DAI VIA VIA VIA!!#GF15	0	0	0
3584	E che cazzo https://t.co/TPlnYcE7LH	0	0	0
3585	@joejallgdr Ti sbatto in faccia le tettone, poi vedi come resti	0	0	0
3586	@Benji_Mascolo Ti stupro il cricetooo @Benji_Mascolo	0	0	0
3587	Figa balena mi sono dimenticata cazzoooo	0	0	0
3588	Da domani faranno uscire i Burn The Stage ogni giovedì al posto che Mercoledì.Indovinate chi ha Danza dalle 3:15 alle 4:30 il giovedì e arriva a casa alle 5/5:30?Spoiler: IO PORCA TROIA IO. https://t.co/Q2Gi1uUtPT	0	0	0
3589	@NatySpritzACM Ma che cazzo di fan siete che augurate a una tradita di tornare con il traditore.Ma porca troia io auguro a Giulia di trovare uno che la rispetti #damellis #uominiedonne	0	0	0
3590	C’è chi mi fa “ eh sì, ti capisco” MA CHE CAZZO VUOI CAPIRE CHE NON HAI UN CAZZO DI PROBLEMA PORCA TROIA	0	0	0
3591	@lousmyqueen Aka mio compagno di classe che mi da della figa di legno solo per sentire l'urlo d'approvazione altrui. Sei diventato più importante dimmi che non sai nemmeno qual'è la differenza tra 'a' senz'acca e 'ha' con l'acca	0	0	0
3592	@ruiu19 Ma che cazzo ci commenti ancora? Ma sta a casa porca puttana. Ma basta. Ma chi ti vuole. Dateci Longoni	0	0	0
3593	@ICusmai @AsiaArgento Se non ricordo male Asia Argento denunci	0	0	0
3594	@HuffPostItalia Il PD al governo? Ma porca puttana, che cazzo abbiamo votato a fare?! Scusate.	0	0	0
3595	@basta_stop9 Ora spiegami che cazzo ho scritto di male!!tu mi stai attaccando come se le avessi dato della puttana mentre ho semplicemente espresso la mia opinione dicendo che non mi è piaciuto il loro  comportamento,quindi evita di sparare cazzate perché	0	0	0
3596	Stamattina a tirocinio mi é balenata l’idea di smettere quest’università di merda. Tutti che ti rispondo male, nessuno che abbia voglia di spiegare mezza cosa, e poi prendono per il culo i laureati che “non sanno fare niente”. MA DUE DOMANDE NON VE LE FATE PORCA TROIA?	0	0	0
3597	Un so mai stata invidiosa di chi c'aveva più quattrini di me. Ma di chi poteva mangia' quello che cazzo gli pareva senza prende un etto , si.   Sti buhi di hulo maremna troia.	0	0	0
3598	Singhiozzo mio singhiozzo va nell'acqua va nel pozzova dal pozzo alla fontanava nel cuor di chi mi amachi mi ama se lo tenga o sennò mi rivenga"...Potca troia m è  sempre tornato. Che sfiga."	0	0	0
3599	Si autodefinisce “LaPsicopatica” e il problema è la figa altrui, tutto il regola cocca! https://t.co/cv75495p9K	0	0	0
3600	Io voglio dire un super vaffaculissimo a chiunque non mi apparenza figa ma che cazzo di problemi hai zio	0	0	0
3601	#CrotoneJuve il napoli 3-0 e noi dormiamo.Che cazzo sta facendo sta juve???? Puttana di eva. SVEGLIA PORCA TROIA SVEGLIAAAAAAA.SE FOSSI ALLEGRI LE MAZZATE NEL CULO PROPRIO	0	0	0
3602	Ma perché cazzo mai con le 2 punte porca puttana troia	0	0	0
3603	@ManuelVitale75 Figa io non so che cazzo hanno nel cervello non lo so una cosa cosi evidente... sempre la stessa storia. Gol e chiusi in difesa.	0	0	0
3604	Se non vinci col Napoli perdi lo scudetto quella troia lurida infame	0	0	0
3605	Meglio che non parlo più stasera perché insulto tutto ciò che esiste....buonanotte porca di quella troia lurida.......SIAMO DEI COGLIONI.....@juventusfc meno proclami sui social e più pedalare perché se non vinciamo questo scudetto siamo dei COGLIONIIIIIIIII!!!!!!! #CrotoneJuve	0	0	0
3606	ma poi perché cazzo Galinic è sempre titolare porca di quella puttana grazie al cazzo che non tiriamo insieme niente abbiamo una punta andicappata	0	0	0
3607	@Giorgio853 @annatrieste @MedhiBenatia Che figlio di una gran puttana che sei.. uomo di merda	0	0	0
3608	QUALCUNO PORCA TROIA MI SPIEGA CHE CAZZO È SUCCESSO?	0	0	0
